SKU_number	MarketingType	ReleaseYear	PurchaseAmt
539869	Original	2013	38.01
3804912	New	2016	16.19
1534908	Original	2014	13.72
663664	New	2013	25.78
2043813	Original	2014	26.02
1873317	New	2014	19.35
1756329	Original	2013	21.18
1989606	Original	2014	31.71
561562	New	2013	129.77
886685	New	2013	56.06
1669076	Original	2013	8.83
1946610	Original	2014	28.28
610136	Original	2013	60.07
652232	Original	2013	45.99
2066908	New	2014	45.14
556522	New	2013	22.26
652401	New	2013	19.12
1861148	New	2014	4.25
865606	Original	2013	23.02
3577595	Original	2016	32.99
1494659	New	2014	31.02
1970037	New	2014	9.86
1933333	New	2013	24.55
867952	Original	2014	27.94
1779306	New	2013	12.49
681205	New	2013	11.42
864793	New	2014	4.57
864568	New	2014	64.25
544668	Original	2013	16.9
1467268	New	2013	12.15
2286233	Original	2014	0
619110	New	2013	8.54
2163940	Original	2013	0
2084552	New	2014	4.39
3600436	New	2016	31.77
871993	Original	2015	59.42
637554	Original	2013	16.18
3504285	New	2016	49.82
1925460	New	2013	4.73
2083174	Original	2013	4.8
1855491	Original	2014	16.98
1876860	Original	2014	13.93
609871	Original	2013	12.99
612664	New	2013	15.59
1760984	New	2014	20.29
1758778	New	2014	0.00
538788	Original	2013	41.52
1982597	Original	2014	44.07
1542128	Original	2013	31.04
2031806	New	2013	20.80
1705453	Original	2014	11.04
1452930	New	2014	54.70
612271	New	2013	46.94
663760	New	2013	45.15
613590	New	2013	4.88
1924208	Original	2013	6.48
1765503	New	2013	81.12
1724475	Original	2013	27.98
544336	New	2013	40.86
2095767	Original	2014	28.66
3838158	Original	2016	28.98
905408	Original	2015	40.44
655086	New	2013	22.29
896973	New	2014	30.59
902064	New	2013	0.00
911017	New	2014	31.08
1876914	New	2014	9.24
664683	New	2014	19.77
663766	Original	2013	33.97
612730	New	2014	84.35
610223	Original	2013	43.99
660920	New	2013	32.79
909909	Original	2013	5.98
1557435	Original	2013	41.45
896908	New	2014	9.69
1434113	Original	2014	13.86
1456134	Original	2015	18.61
1779299	Original	2013	8.95
1781026	Original	2014	34.25
3557961	Original	2016	40.53
2054483	Original	2014	27.58
544239	New	2013	41.97
1781248	New	2015	48.91
2043798	Original	2013	14.51
1855478	Original	2014	26.12
1761169	Original	2014	31.92
2086874	New	2013	13.78
612743	New	2013	36.45
610620	New	2014	41.63
2131802	New	2014	43.61
545945	New	2013	48.13
3623980	Original	2013	10.93
1781315	New	2015	0.00
3882978	New	2013	31.35
538496	New	2013	66.01
1527022	Original	2014	7.57
3756014	Original	2016	30.99
902086	Original	2014	10.98
1517386	New	2014	34.23
637543	Original	2013	5.65
2115465	New	2014	20.00
890849	Original	2014	35.93
3829257	Original	2014	18.57
1748296	Original	2014	27.88
660726	New	2013	29.34
1768162	Original	2014	53.22
900445	New	2015	55.29
664340	New	2013	32.11
900405	New	2014	45.23
912393	Original	2014	26.62
624649	New	2014	45.78
1646648	New	2014	20.33
2924354	New	2015	0.00
2076808	Original	2014	0
1494095	New	2013	9.86
630527	Original	2013	5.94
868184	New	2014	45.42
916139	New	2013	27.28
1763032	New	2014	11.27
3474509	Original	2016	58.51
3829933	Original	2016	32.1
870106	New	2014	32.40
861206	Original	2013	26.84
2108835	New	2014	13.15
663595	New	2013	0.00
610444	New	2013	34.13
665166	New	2013	6.58
1489732	New	2013	20.26
657928	Original	2013	13.02
1780137	New	2014	16.96
1718594	Original	2013	35.89
538744	Original	2013	23.94
864953	Original	2014	28.99
870270	Original	2013	17.99
632031	Original	2013	10
545962	Original	2013	31.69
1781349	New	2015	31.52
1786199	Original	2014	51.93
1561451	New	2014	4.41
3566395	Original	2016	34.98
3733743	Original	2014	64.84
1822645	New	2014	122.68
1762972	New	2014	13.29
3749530	Original	2014	56
637531	Original	2013	4.25
652226	Original	2013	5.75
1516655	New	2013	9.18
663201	New	2013	8.25
906798	Original	2014	62.78
892845	New	2014	63.78
663334	Original	2013	25.35
612290	Original	2013	4.01
889066	Original	2014	16.99
1536508	Original	2014	6.96
3569167	Original	2014	19.17
861538	Original	2013	10.47
652281	New	2013	46.22
2103790	Original	2014	9.98
2043837	New	2014	7.10
3729372	New	2016	32.68
1487980	New	2014	21.56
1855509	New	2015	31.95
1619460	Original	2013	15.25
1829088	Original	2013	54.98
543528	Original	2013	22.14
1768174	New	2014	39.87
867788	Original	2014	25.76
655107	New	2013	49.19
543905	Original	2013	35.74
545843	New	2013	35.75
612630	New	2014	18.65
1908355	Original	2014	0
1754239	New	2014	24.78
878617	New	2013	47.62
623782	New	2013	9.73
869931	New	2014	36.38
2109096	Original	2013	0
1932600	Original	2014	18.99
1855474	Original	2013	6.88
1590597	Original	2013	0
673120	New	2013	14.22
1918289	New	2014	8.25
2167498	New	2014	19.95
875529	Original	2014	83.99
864396	New	2013	29.19
1661544	Original	2014	7.15
637612	Original	2013	22.25
578970	New	2013	19.75
900520	New	2014	8.29
1437239	Original	2013	4
685907	Original	2013	17.76
610456	Original	2013	24.49
1536513	New	2013	32.43
906606	New	2014	22.98
609864	New	2013	40.84
685960	New	2013	12.53
546524	New	2013	14.21
879971	New	2014	130.68
544365	New	2013	34.33
2168641	Original	2014	26.61
689623	Original	2013	4.38
702500	New	2014	53.93
2103354	New	2014	27.95
632015	Original	2013	4
1933351	New	2013	34.81
2083971	Original	2013	36.98
2168119	Original	2013	28.95
870566	New	2013	0.00
1779894	New	2014	35.26
917217	Original	2014	13.99
1517351	New	2014	19.99
917158	New	2013	6.20
3624942	New	2016	17.12
1645696	New	2014	38.27
876248	New	2014	109.77
1759708	New	2013	19.85
2084198	New	2013	54.38
635599	New	2013	22.10
1633024	Original	2013	26.44
539375	Original	2013	3.83
866791	New	2014	34.38
1946659	Original	2014	0
1684214	New	2013	25.66
2100144	Original	2014	21.93
1935437	New	2014	14.71
130509	New	2013	24.21
1826858	New	2013	0.00
3462566	Original	2015	89.77
633726	New	2013	16.29
887015	Original	2014	13.21
898663	New	2013	27.76
689016	Original	2013	18.48
1624035	Original	2014	18.76
1908752	Original	2013	27.96
610250	New	2013	34.60
660817	Original	2013	68.31
1942278	New	2013	5.66
1989658	New	2013	17.85
1697080	Original	2014	13.81
1589283	Original	2013	20.93
896875	Original	2014	41.86
649481	Original	2013	34.47
862264	New	2014	15.84
881600	New	2013	22.78
3504528	Original	2016	0
1826921	Original	2014	25.57
540707	Original	2013	42.49
1781245	New	2014	25.31
1984700	Original	2013	31.49
2107145	New	2014	23.13
902149	New	2014	21.19
896761	Original	2014	21.9
2016515	New	2014	26.01
610086	New	2013	4.16
3517283	Original	2016	33.92
2166551	Original	2013	25.98
3635076	New	2016	45.76
895008	Original	2014	13.7
690795	New	2013	23.23
1715980	New	2014	21.99
862140	New	2014	28.67
672788	New	2013	4.76
1582361	New	2014	0.00
899096	Original	2013	26
867862	Original	2014	45.99
900489	Original	2015	28.29
1455936	Original	2014	13.71
1451563	New	2014	37.27
2174246	Original	2014	38.83
864580	New	2014	23.01
864983	New	2013	0.00
2019354	New	2014	26.75
646891	New	2013	37.18
2100124	Original	2013	18.99
535634	New	2013	24.37
1946545	Original	2014	0
910810	Original	2014	19.18
1710369	New	2013	22.36
1984072	New	2014	20.52
637619	Original	2013	99.95
2043797	New	2013	16.95
2165716	Original	2013	23.39
1942973	New	2014	13.27
876356	Original	2014	86.84
1724681	Original	2014	9.16
545649	New	2013	39.71
3749205	Original	2014	33.24
699367	New	2013	56.52
663621	Original	2013	9.59
1455011	New	2014	20.22
895031	Original	2014	18.19
612163	Original	2013	24.14
3468007	New	2016	41.81
649626	New	2013	15.38
611868	New	2013	23.21
539442	New	2013	30.83
3805455	Original	2015	0
609969	Original	2014	43.97
1453199	New	2013	43.56
903928	Original	2014	62.81
877701	New	2013	60.12
2169065	Original	2013	31.53
2363562	New	2015	0.00
867444	Original	2014	77.99
1933354	New	2014	9.90
527220	New	2013	50.70
2089606	Original	2013	41.98
864615	Original	2014	24.08
539458	Original	2013	16.88
2082665	Original	2014	48.96
3627841	New	2014	29.86
1455413	New	2014	0.00
544699	Original	2013	14.93
2094423	New	2014	5.25
2092053	Original	2014	18.92
1781301	Original	2015	49.36
3108193	Original	2015	0
663814	New	2013	9.19
1471395	Original	2014	45.28
1873116	New	2013	13.57
872983	New	2014	77.74
867738	New	2014	29.50
892869	Original	2014	11.74
890863	Original	2014	0
544700	New	2013	54.71
880080	Original	2013	53.99
1680240	New	2014	10.06
664279	New	2013	7.57
3825278	New	2014	24.61
1651702	New	2014	4.86
611890	New	2014	17.55
1561405	Original	2013	17.43
865485	New	2014	6.70
663764	Original	2013	18.7
2089788	New	2014	18.15
3743444	New	2013	17.93
609917	New	2014	26.06
897062	Original	2014	21.32
916203	New	2013	4.78
544413	Original	2013	50.77
902483	New	2014	20.37
644453	New	2013	14.00
2085127	Original	2014	11.43
655524	Original	2014	10.9
1607152	New	2014	11.31
663617	Original	2013	22.09
3694645	New	2016	17.78
1718469	New	2014	44.20
2100374	New	2013	44.72
1829920	New	2014	20.69
2095797	Original	2014	30.74
864585	Original	2014	59.7
621006	New	2013	10.49
626628	Original	2013	0
914827	New	2013	29.91
905297	New	2013	11.52
618527	Original	2013	4
664584	New	2014	24.32
658004	New	2013	5.10
1785524	New	2014	29.07
3467013	Original	2014	4
1697097	New	2014	17.68
1620089	Original	2013	17.39
2231277	Original	2014	20.61
1534744	Original	2014	19.25
627827	Original	2013	23.49
1558607	Original	2014	26.94
616263	Original	2013	10.71
3634712	Original	2016	38.09
2104179	New	2014	28.60
2095464	Original	2015	57.35
895441	New	2014	0.00
637545	Original	2013	11.5
612033	New	2014	42.56
861306	Original	2013	45.26
2038865	Original	2014	28.99
610332	Original	2013	39.28
529376	Original	2013	38.78
1918439	Original	2013	17.92
688523	New	2013	16.16
1783367	New	2013	34.73
543231	New	2013	27.19
907845	Original	2014	31.09
536399	New	2013	34.54
896995	Original	2014	32.51
544724	New	2013	0.00
862404	Original	2014	92.39
544418	Original	2013	27.98
907858	Original	2014	41.69
867070	Original	2014	30.53
899293	Original	2013	17.86
3793731	Original	2016	40.35
2105451	New	2013	47.88
1861119	Original	2013	4
1936190	New	2014	29.63
1829054	New	2013	41.93
538297	Original	2013	60.99
2001645	New	2014	26.57
2087681	Original	2014	21.73
632054	New	2013	18.00
664292	Original	2013	26.48
635575	New	2013	54.46
2693278	New	2014	0.00
609856	New	2013	10.70
544000	New	2013	8.48
1767834	Original	2014	25.7
864662	New	2013	24.89
866840	Original	2014	43.68
603480	New	2013	34.37
917216	New	2013	8.84
2041979	Original	2014	14.39
1680105	Original	2013	7.77
1989621	Original	2014	0
1669125	New	2014	13.44
862072	New	2014	32.33
867973	New	2013	17.62
1725343	Original	2014	9.05
1686650	Original	2014	24.02
867747	New	2014	31.82
544344	Original	2013	8.64
2096774	New	2014	22.89
635533	New	2013	20.18
544599	Original	2013	41.6
878148	Original	2014	232.91
756444	Original	2014	65.37
641988	New	2013	31.37
663777	New	2013	26.20
2165710	Original	2013	23.87
861644	New	2013	9.73
2047760	Original	2014	9.83
2115415	New	2014	21.41
1489081	Original	2013	9.41
1433696	Original	2014	10.97
663302	Original	2013	7.2
2091312	New	2013	23.98
665013	Original	2013	23.13
1783627	Original	2014	29.41
690026	New	2014	9.57
664723	Original	2013	23.28
702256	New	2013	11.02
3634821	Original	2016	34
657972	Original	2013	0
1451925	Original	2014	14.52
1446761	Original	2014	0
652373	New	2013	39.38
3634641	New	2016	32.32
1532380	New	2013	29.13
907948	Original	2014	18.95
1696744	New	2015	22.42
911637	Original	2013	42.24
1716084	Original	2014	17.84
3528827	Original	2014	28.98
866660	New	2014	61.43
2001681	New	2014	36.69
644402	Original	2013	0
1692102	Original	2014	15.96
861250	Original	2013	69.38
1620551	Original	2014	21.24
539038	New	2013	44.49
1942303	Original	2014	32.24
538782	Original	2013	28.99
2110640	Original	2014	4.26
1861129	New	2014	4.72
1981732	Original	2013	16.99
1777751	New	2013	50.98
1778121	New	2014	54.71
886609	Original	2013	45.26
632226	New	2013	18.97
1633934	New	2014	25.26
1876870	New	2014	19.75
2029122	New	2014	11.73
876224	Original	2014	45.99
534132	New	2013	44.17
861885	Original	2014	14.18
542851	New	2013	12.49
867124	Original	2014	53.49
2082665	New	2014	37.19
2020607	Original	2014	7.8
867804	Original	2013	19.79
658037	New	2013	34.37
3634912	New	2016	34.00
2095807	New	2014	33.92
1745116	Original	2014	23.78
1680196	Original	2013	21.36
906740	Original	2014	7.97
535812	New	2013	54.86
2104005	Original	2013	33.94
2000479	Original	2014	19.48
544602	Original	2013	8.16
2172809	Original	2015	43.95
867410	New	2014	26.16
890787	New	2013	37.08
866869	New	2014	61.38
705778	Original	2013	43.98
1576751	New	2014	20.58
2084221	Original	2013	33.98
1532210	Original	2013	15.72
644381	Original	2013	45.76
543899	New	2013	67.34
1778561	Original	2014	36.61
869787	New	2014	0.00
1930051	Original	2013	46.99
1736024	New	2013	11.54
862281	New	2014	12.87
867074	Original	2014	52.54
1753141	Original	2013	18.29
3570037	Original	2014	46.95
2109120	New	2014	20.83
1780680	New	2014	18.50
664419	New	2013	79.46
798182	New	2013	6.36
628527	Original	2013	5.29
887018	Original	2014	50.04
904151	New	2013	5.82
2095444	New	2014	37.31
3503650	New	2014	10.33
1433224	New	2014	4.51
3725940	New	2014	16.88
3751644	Original	2016	20.71
880432	Original	2014	37.89
2006350	New	2013	4.21
2166771	Original	2013	12.45
861716	Original	2013	13.18
541392	Original	2013	32.46
1494229	New	2014	16.98
1716672	Original	2013	22.14
867249	New	2014	23.62
544081	New	2013	18.42
1455786	Original	2014	0
664624	Original	2013	18.64
684173	Original	2013	4
1677773	New	2014	4.74
632016	New	2013	0.00
544670	New	2013	14.59
2054462	Original	2013	27.48
649476	New	2013	35.10
2019585	New	2013	4.29
1716123	Original	2014	25.08
535321	New	2013	28.19
908910	New	2014	17.94
3634907	Original	2016	18.67
864708	New	2014	49.83
627838	Original	2013	54.58
1458972	Original	2014	79.51
1534914	New	2014	8.61
2108779	Original	2013	12.55
546875	New	2013	49.88
1437573	New	2014	0.00
867791	Original	2014	12.54
610384	Original	2013	12.38
3629283	Original	2016	43.64
2012499	New	2013	7.64
619545	Original	2013	10.41
1877329	New	2014	7.92
652224	New	2013	38.42
664292	New	2013	27.90
660642	New	2014	30.54
1684271	Original	2013	24.55
664192	Original	2013	20.99
649619	New	2013	0.00
3682714	New	2014	12.51
633691	Original	2013	28.69
1660773	New	2014	19.98
913094	New	2013	16.30
3568441	Original	2013	4
1430985	Original	2014	10.74
881558	Original	2014	27.51
867615	New	2014	41.50
880781	Original	2014	91.23
660656	Original	2013	17.97
911731	New	2014	34.13
868440	New	2014	27.75
874246	New	2015	66.16
629097	Original	2013	6.42
535467	Original	2013	103.99
1452999	Original	2014	34.02
2098001	Original	2014	12.4
652233	Original	2013	29.08
743080	New	2013	13.22
1761741	Original	2014	39.08
1549929	New	2013	46.12
1908509	New	2014	4.90
914793	Original	2014	17.43
864406	Original	2013	23.66
543065	Original	2013	13.01
1984700	Original	2013	38.99
2016505	Original	2013	4
544255	New	2013	42.26
1724536	Original	2014	30.03
664788	New	2013	16.05
1783986	New	2014	9.99
610451	Original	2013	4.75
1778351	Original	2013	18.4
865396	Original	2014	4.62
1479955	New	2014	15.91
2039828	New	2014	18.28
2082907	New	2013	23.74
909934	New	2013	23.11
2083164	New	2013	5.83
618378	New	2013	44.47
527780	Original	2013	42.63
868184	New	2014	66.76
646961	New	2013	23.45
3788723	Original	2016	38.99
1466411	Original	2014	10.23
2019369	New	2014	15.64
660921	Original	2013	20.14
2062511	Original	2014	0
865320	Original	2014	18.89
1761709	New	2014	22.46
526812	New	2015	5.36
686614	New	2013	10.07
861766	New	2013	124.81
657122	Original	2013	26.1
2110253	Original	2013	20.94
1624822	New	2013	8.30
610464	Original	2013	49.99
3746395	Original	2016	38.83
534681	New	2013	40.24
545946	Original	2013	15.33
1725442	New	2013	16.73
2096780	New	2014	23.27
870028	Original	2013	50.06
682549	New	2013	13.02
1779255	Original	2013	15.97
868528	New	2013	56.45
1730991	New	2013	24.51
905508	Original	2014	43.19
544315	Original	2013	30.53
742751	New	2013	0.00
639710	Original	2013	43.98
649509	Original	2013	19.2
2100694	New	2014	19.06
540687	New	2013	14.31
609945	Original	2013	10.99
872443	New	2014	43.13
637605	Original	2013	0
535485	Original	2013	52.8
644440	Original	2013	21.94
3694508	Original	2016	0
867641	Original	2014	28.86
544020	Original	2013	75.98
1554435	Original	2013	34.99
1696701	Original	2014	0
1964489	New	2014	20.04
1660714	New	2013	21.74
544455	New	2013	4.83
545862	New	2013	16.38
3504893	Original	2015	33.25
1523878	Original	2014	6.04
1970236	New	2014	5.20
2086012	New	2013	40.79
1826894	New	2013	19.80
1628987	New	2015	0.00
2131901	New	2013	147.55
1476378	Original	2013	22.92
1938407	Original	2014	18.02
1482356	Original	2014	21.64
2167491	New	2014	13.25
545587	New	2013	13.80
635851	New	2013	0.00
868701	Original	2015	48.72
898943	Original	2013	29.49
684155	New	2013	10.40
612484	Original	2013	0
3504232	Original	2014	22.19
1780794	Original	2014	16.41
867870	New	2014	44.56
687950	Original	2013	7.96
612189	New	2013	0.00
612709	New	2013	46.56
914250	Original	2014	28.99
3526941	Original	2014	37.98
2168684	New	2014	24.04
864841	Original	2013	41.19
1932560	Original	2013	18.97
1712707	Original	2014	20.7
1708654	Original	2013	13.84
1877854	Original	2013	20.33
540785	Original	2013	84.9
270590	Original	2013	4
1466142	Original	2014	12.81
875241	New	2013	68.13
2161347	New	2014	57.50
539914	Original	2013	33.78
1724460	Original	2013	15.46
1693607	New	2013	15.30
619114	Original	2013	0
1919399	New	2014	30.02
2100980	New	2014	51.89
528189	Original	2014	32.02
1855513	Original	2016	23.04
1465877	New	2014	38.23
544823	New	2013	33.25
658034	New	2013	4.96
663291	Original	2013	16.41
1783977	New	2013	7.06
1924629	New	2014	26.93
886685	New	2013	63.07
637598	Original	2013	42.71
1576666	Original	2014	18.24
917561	Original	2014	4.97
1713592	New	2014	21.20
612473	Original	2014	36.93
864687	New	2014	101.17
898964	Original	2014	14.65
612708	Original	2014	138.98
894941	New	2014	20.23
1471221	New	2015	20.14
3572338	Original	2016	28.88
862350	Original	2014	30.95
3746340	Original	2013	28.31
3473093	Original	2014	4.74
622223	Original	2013	0
637583	New	2013	8.42
2087653	New	2013	16.75
624664	Original	2013	12.93
2077850	New	2014	8.83
2154959	New	2015	35.61
1965869	New	2014	46.42
711576	New	2014	94.13
545953	Original	2013	39.98
1964485	New	2014	17.28
867798	Original	2014	83.99
877183	Original	2013	14.46
544391	New	2013	34.09
539380	New	2013	5.90
2110293	New	2014	13.07
902079	Original	2014	19.74
702374	Original	2014	29.76
1576601	New	2013	25.97
619962	Original	2013	26.96
539435	New	2013	18.47
2001953	Original	2014	26.69
